SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20
CCCCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Br-],cationic,25.0,3.50863830616573,37.1,1.85e-06,0.9,34.68,4.21
CCCCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Cl-],cationic,25.0,3.43179827593301,41.0,2.77e-06,0.6,30.78,3.85
CCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Br-],cationic,25.0,2.97061622231479,32.1,1.55e-06,1.07,39.68,4.08
CCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Cl-],cationic,25.0,2.84163750790475,35.5,2e-06,0.83,36.28,3.55
CCCCCCCCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,25.0,2.89962945488244,36.8,6.31e-06,0.26,35.0,3.11059974316678
CCCCCCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,25.0,3.13667713987954,33.0,6.14e-06,0.27,44.0,3.40769149636859
CCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,25.0,2.58004425151024,44.8,7.08e-06,0.24,27.0,2.66910909444563
CCCCCCCCCC[N+](C)CCO.[Br-],cationic,20.0,1.81815641205523,27.5,2e-06,1.05,45.9,2.71
CCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,20.0,1.78251605578609,28.9,1.68e-06,1.24,42.4,2.79
CCCCCCCCCC[N+](CCO)CCO.[Br-],cationic,20.0,1.76955107862173,29.0,1.13e-06,1.23,43.3,2.67
CCCCCCCCCC[N+]CCO.[Br-],cationic,20.0,1.43179827593301,33.0,1.31e-06,1.27,39.3,2.6
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)COC1OC(CO)C(O)C(O)C1O.[Cl-],cationic,25.0,6.32057210338788,46.1,4.26e-06,0.39,25.9,6.44186894151702
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.[Cl-],cationic,25.0,5.30016227413275,51.5,1.18e-06,1.41,20.5,5.33727262535583
CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)COC1OC(CO)C(O)C(O)C1O.[Cl-],cationic,25.0,6.30016227413275,35.9,2.18e-06,0.76,36.1,6.94697186361533
CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.[Cl-],cationic,25.0,5.27984069659404,47.8,1.06e-06,1.57,24.2,5.62685749029511
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CO.[Cl-],cationic,25.0,2.91364016932525,40.0,2.7e-06,0.8,31.78,3.57
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25.0,3.19382002601611,34.8,4.05e-06,0.41,37.2,3.7
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25.0,2.04095860767891,43.2,1.33e-06,1.25,28.8,5.04
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25.0,3.60205999132796,42.3,1.85e-06,0.89,29.7,4.04
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25.0,2.84466396253494,42.0,1.96e-06,0.85,30.0,3.29
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25.0,2.0762380391713,42.0,2.19e-06,0.76,30.0,2.51
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25.0,3.96657624451305,32.3,7.56e-06,2.2,40.19,6.17
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25.0,4.34678748622466,41.5,4.46e-06,3.39,30.96,6.14
CCCCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,25.0,3.72124639904717,34.6,2.24e-06,0.74,37.18,4.29
CCCCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,25.0,3.43179827593301,36.5,2.16e-06,0.77,35.28,4.15
CCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,25.0,3.55284196865778,36.5,2.05e-06,0.81,35.28,3.93
CCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,25.0,3.21467016498923,38.1,1.93e-06,0.86,33.68,3.83
CCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,25.0,3.39794000867204,38.9,1.98e-06,0.84,32.88,3.67
CCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,25.0,3.05060999335509,40.2,1.87e-06,0.89,31.58,3.52
CCCCCCC1(CCCCCC)OCC(C[N+](C)(C)C)O1.[Br-],cationic,25.0,2.05998184499234,29.2,1.98e-06,0.84,42.6,3.06848375338188
CCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,25.0,1.9100948885606,31.57,1.71e-06,0.97,40.4,2.95645053894094
CCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,25.0,3.07058107428571,30.6,1.66e-06,1.0,41.5,4.1996299767979
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],cationic,25.0,3.60205999132796,39.0,5.64e-06,2.94,33.0,5.94
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,25.0,3.79588001734408,47.5,2.96e-06,5.91,24.5,3.12
CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,25.0,4.0,45.0,2.89e-06,5.75,27.0,3.04
CCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],cationic,25.0,3.0,43.0,5.25e-06,3.16,29.0,5.53
CCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,25.0,3.60205999132796,43.5,4.23e-06,3.93,28.5,4.45
CCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],cationic,25.0,1.95860731484178,39.0,2.87e-06,0.58,33.0,2.35531309028567
CCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],cationic,25.0,2.34678748622466,35.5,2.45e-06,0.68,36.5,2.93661486443959
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,25.0,2.92081875395238,24.0,2.3e-06,0.72,47.0,3.98701527952667
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25.0,4.15490195998574,25.0,2.9e-06,0.57,46.0,4.97030595306658
CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],cationic,25.0,3.2518119729938,29.8,1.34e-06,1.236,42.0,3.86966623150499
CCCCCCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],cationic,25.0,2.82102305270683,37.8,1.18e-06,1.408,34.0,4.58502665202918
CCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],cationic,25.0,2.60205999132796,41.3,9.6e-07,1.739,30.5,4.17392519729917
CCCCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,25.0,3.56863623584101,40.7,2.08e-06,0.8,31.08,4.0
CCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,25.0,3.45593195564972,29.3,1.89e-06,0.88,42.48,3.9
CCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Cl-],cationic,25.0,2.46092390120722,31.1,1.8e-06,0.92,40.68,3.92
CCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,25.0,2.93181413825384,21.9,1.89e-06,0.88,49.88,3.7
CCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Cl-],cationic,25.0,2.43062609038495,23.2,1.79e-06,0.93,48.58,3.91
C[N+]1(CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)CCCC1.[Cl-],cationic,25.0,2.24412514432751,20.0,1.24e-06,1.34,52.5,4.50426524462325
Cn1cc[n+](CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)c1.[Cl-],cationic,25.0,2.13076828026902,20.4,8.4e-07,1.98,52.1,5.42546060504538
CCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Br-],cationic,25.0,2.99097425791309,28.3,2.13e-06,0.78,44.07,3.91
CCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,25.0,2.52143350440616,31.26,2.1e-06,0.79,41.14,3.4
CCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,25.0,2.64016451766011,36.0,3.88e-06,0.42,36.37,3.01
CCCCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Br-],cationic,25.0,3.35654732351381,36.85,3.02e-06,0.55,35.55,3.7
CCCCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,25.0,2.99139982823808,37.38,3.02e-06,0.55,35.02,3.39
C=CC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25.0,2.3840499483436,43.1,2.34e-06,0.72,28.9,2.71715499838184
C=CC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],cationic,25.0,2.89962945488244,42.8,2.31e-06,0.72,29.2,3.24843462620514
C=CC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,25.0,3.07572071393812,43.2,2.31e-06,0.72,28.8,3.40936044302939
CCCCCCCCCCCCCC[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.[Br-],cationic,25.0,2.32330639037513,28.2,1.45e-06,1.14,43.7,3.69
CCCCCCCCCCCC[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.[Br-],cationic,25.0,2.77728352885242,29.6,2.13e-06,0.72,42.4,3.69
CCCCCCCCCC[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.[Br-],cationic,25.0,3.17392519729917,28.2,2.4e-06,0.69,43.8,4.1
CCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25.0,2.32239304727951,36.2,3.02e-06,0.55,35.77,2.78059529112258
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25.0,3.00877392430751,37.0,4.24e-06,0.39,35.0,3.31861034725489
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25.0,2.44369749923271,38.1,2.7e-06,0.6,33.87,2.89457452201856
CCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25.0,1.85387196432176,35.8,3.42e-06,0.49,36.17,2.26872662746815
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,20.0,3.39794000867204,37.0,8e-07,0.206,34.0,3.5
CCCCCCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,20.0,3.38933983691012,39.0,9.2e-07,0.18,33.0,4.8
CCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,20.0,3.36552272983927,41.3,9.8e-07,0.169,31.0,4.1
CCCCCCCCCCCC[n+]1ccc(C)c2ccccc21.[Cl-],cationic,25.0,2.11013827874181,47.2,1.8e-06,0.92,24.8,3.52
CCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-],cationic,25.0,1.79048498545737,44.2,2.7e-06,0.62,27.77,2.09
CCCCCCCCCCCC[N+](C)(C)CCOC(C)=O.[Br-],cationic,25.0,1.92481814538131,37.3,2.01e-06,0.83,34.7,2.9
CCCC=NCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,25.0,2.79887610279262,31.7,1.59e-06,1.04,40.1,4.82
CCCC=NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25.0,3.11294562194904,30.0,1.49e-06,1.11,41.79,5.23
CCCC=NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,25.0,4.07520400420209,37.5,1.36e-06,1.22,34.29,6.0
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Br-],cationic,25.0,4.27572413039921,50.5,1.18e-06,0.93,21.74,1.8
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,25.0,4.17392519729917,54.2,1.11e-06,0.88,17.97,1.96
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Br-],cationic,25.0,3.82681373158773,35.9,1.66e-06,1.14,36.32,1.31
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,25.0,3.77211329538633,31.5,1.55e-06,1.13,40.69,1.33
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,25.0,3.40011692792631,34.9,1.87e-06,1.59,37.32,0.75
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,25.0,3.37365963262496,33.8,8.7e-07,1.9,37.98,5.21
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25.0,3.66756154008439,31.6,8.5e-07,1.95,40.19,5.8
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC.[Br-],cationic,25.0,4.06550154875643,34.6,8.3e-07,1.99,37.19,6.42
CCCCCCCCCCCC[N+]1(C)CCCC1=NCCO.[Br-],cationic,25.0,2.50863830616573,33.9,2.84e-06,0.58,37.88,3.06680934942098
CCCCCCCCCCCC[N+]1(C)CCCC1=Nc1ccc(O)cc1.[Br-],cationic,25.0,2.58004425151024,29.0,3.13e-06,0.53,42.78,3.2236065085034
CCCCCCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25.0,3.08249449044745,34.0,8.5e-07,1.95,37.79,4.92
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25.0,2.4000078224159,35.0,8.2e-07,2.08,36.83,3.2
CCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25.0,2.76472412331295,35.9,8e-07,2.02,35.93,4.58
CCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,25.0,2.97061622231479,24.1,2.62e-06,0.63,47.9,3.9
CCCCCCCCC[N+](CCO)(CCO)CCO.[I-],cationic,25.0,3.02227639471115,28.4,2.16e-06,0.77,43.6,4.05
CCCCCCCCC[N+](CCO)CCO.[Br-],cationic,25.0,2.91364016932525,27.9,2.27e-06,0.73,44.1,3.8
CCCCCCCCC[N+](CCO)CCO.[I-],cationic,25.0,2.95860731484178,28.8,2.14e-06,0.78,43.2,3.87
CCCCCCCCC[N+]CCO.[Br-],cationic,25.0,2.83863199776503,30.0,1.45e-06,1.15,42.0,4.4
CCCCCCCCC[N+]CCO.[I-],cationic,25.0,2.66756154008439,30.6,1.53e-06,1.09,41.4,4.27
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,20.0,3.16494389827988,27.7,1.1e-06,1.51,44.3,5.06
CCCCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,20.0,3.01188715973165,30.0,1.12e-06,1.48,42.0,4.83
CCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,20.0,2.70774392864352,31.4,1.13e-06,1.46,40.6,4.48
CCCCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],cationic,25.0,2.89962945488244,33.3,1.88e-06,0.89,38.7,3.75
CCCCCCCCCCCCCC[N+](CCO)(CC(C)O)CC(C)O.[Br-],cationic,25.0,3.65757731917779,37.7,1.57e-06,1.06,34.3,4.47
CCCCCCCCCCCCCC[N+](CCO)(CCO)CC(C)O.[Br-],cationic,25.0,3.64397414280688,36.1,1.97e-06,0.84,35.9,4.44
CCCCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,25.0,3.23210238398191,29.6,1.73e-06,0.96,42.4,4.32
CCCCCCCCCCCCCC[N+](CCO)CCO.[Br-],cationic,25.0,3.18442225167573,27.8,1.67e-06,0.99,44.2,4.46
CCCCCCCCCCCCCC[N+]CCO.[Br-],cationic,25.0,3.13727247168203,32.0,1.63e-06,1.02,40.0,4.23
CCCCCCCCCCCC[n+]1cccc(CO)c1.[Br-],cationic,25.0,2.34969247686806,29.5,8.42e-06,1.97,42.28,2.58372568945065
CCCCCCCCCCCC[n+]1ccc(C)c2ccccc21.[Br-],cationic,25.0,2.36653154442041,42.3,1.96e-06,0.85,29.7,2.83
CCCCCCCCCCCC[n+]1ccc(C)cc1.[Br-],cationic,25.0,2.05551732784983,40.7,2.43e-06,0.68,31.3,2.5
CCCCCCCCCCCCc1cc[n+](C)cc1.[Br-],cationic,25.0,2.32790214206428,39.7,2.94e-06,0.56,32.3,2.72
CCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,25.0,1.96257350205938,39.4,1.91e-06,0.868,33.6,2.67
CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,cationic,25.0,2.03621217265445,38.2,2.16e-06,0.767,38.2,2.74
CCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,25.0,1.96257350205938,39.7,1.72e-06,0.967,33.3,2.15
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25.0,4.44249279809434,42.5,1.25e-06,1.33,29.5,5.34
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25.0,4.27572413039921,40.3,1.23e-06,1.35,31.7,5.14
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25.0,3.50863830616573,42.1,1.5e-06,1.1,29.9,4.3
CCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25.0,2.92081875395238,41.8,1.77e-06,0.94,30.2,3.44
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25.0,2.72584215073632,39.2,1.59e-06,1.05,32.8,3.37
CCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25.0,2.33724216831843,40.7,2.14e-06,0.78,31.3,2.82
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25.0,2.05551732784983,38.0,1.64e-06,1.01,34.0,2.85
CCCCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,25.0,4.33629907461035,39.8,1.88e-06,0.88,32.2,4.9
CCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,25.0,3.68613277963085,37.8,1.45e-06,1.14,34.2,4.6
CCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,25.0,3.08884239126002,35.8,1.92e-06,0.86,36.2,3.9
CCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25.0,1.30102999566398,36.0,6.92e-07,2.4,36.0,3.0
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25.0,1.3767507096021,45.0,7.84e-07,2.12,27.0,2.33724216831843
CCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25.0,1.69897000433602,49.0,7.99e-07,2.08,26.0,2.58502665202918
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25.0,1.82390874094432,47.0,8.73e-07,1.9,23.0,2.22184874961636
CCCCCCCCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,25.0,2.28819277095881,35.0,1.51e-06,1.1,36.78,2.39
CCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,25.0,2.20065945054642,25.0,1.3e-06,1.28,46.78,2.3
CCCCCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25.0,3.19382002601611,,,,,
CCCCCCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,25.0,3.04575749056068,,,,,
CCCCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25.0,2.88605664769316,,,,,
CCCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25.0,2.56863623584101,,,,,
CCCCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,25.0,2.45593195564972,,,,,
CCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25.0,2.27572413039921,,,,,
CCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Cl-],cationic,25.0,1.60205999132796,37.8,,,34.17,
CCCCCCCCCCCC[NH+](CCO)CCO.[Cl-],cationic,25.0,1.44369749923271,39.8,,,32.17,
CCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25.0,1.94309514866353,,,,,
CCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,25.0,1.76955107862173,,,,,
CCCCCCCCCCCCc1cc[nH+]cc1.[I-],cationic,25.0,2.27572413039921,,,,,
CCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25.0,1.67778070526608,,,,,
CCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25.0,2.35654732351381,,,,,
CCCCCCCCC(CCCCCC)C[N+](C)(C)C.[Cl-],cationic,25.0,2.22914798835786,26.2,1.42e-06,1.17,45.8,3.74
CCCCCCCCCCCC[N+](C)CC(C)O.[I-],cationic,25.0,5.58502665202918,28.1,2.55e-06,0.65,43.9,3.39
CCCCCCCCCCCC[N+](CC)CC(C)O.[Br-],cationic,25.0,5.88605664769316,27.4,2.81e-06,0.59,44.6,3.61
CCCCCCCCCCCC[N+]CC(C)O.[Br-],cationic,25.0,5.77989191195995,26.1,2.41e-06,0.69,45.9,3.65
CCCCCCCCCCCC[N+]CC(C)O.[Cl-],cationic,25.0,5.69250396208679,26.4,2.44e-06,0.68,45.6,3.52
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25.0,3.46852108295774,37.2,,,34.77,
CCCCCCCCCCCCCCCCCC[N+]1CCCCC1.[Cl-],cationic,25.0,3.61978875828839,,,,,
CCCCCCCCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,3.74472749489669,,,,,
CCCCCCCCCCCCCCCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,3.53760200210104,,,,,
CCCCCCCCCCCCCCCC[N+]1CCCCC1.[Cl-],cationic,25.0,3.04575749056068,,,,,
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],cationic,25.0,2.2839966563652,,,,,
CCCCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,2.30980391997149,,,,,
CCCCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,25.0,2.14874165128092,,,,,
CCCCCCCCCCCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,2.16115090926275,,,,,
CCCCCCCCCCCC[N+]1CCCCC1.[Cl-],cationic,25.0,1.80687540164554,,,,,
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],cationic,25.0,1.63827216398241,,,,,
CCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,1.67778070526608,,,,,
CCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,25.0,1.51427857351842,,,,,
CCCCCCCCCC[N+]1CCCCC1.[Cl-],cationic,25.0,1.18708664335714,,,,,
CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,3.63827216398241,44.6,,0.97,27.9,
CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,3.03621217265445,44.3,,0.93,28.3,
CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,2.46852108295775,44.5,,1.21,27.7,
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,2.43179827593301,42.6,,0.99,29.6,
CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],cationic,25.0,2.20065945054642,41.0,,0.85,31.2,
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,1.80966830182971,44.0,,0.91,28.5,
CCCCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCCCC.[Br-],cationic,25.0,4.09691001300806,27.0,3.77e-06,0.44,45.0,4.67768208785196
CCCCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCCCC.[Br-],cationic,25.0,3.82390874094432,45.0,3.39e-06,0.49,27.0,4.00475328436769
CCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCC.[Br-],cationic,25.0,4.0,25.0,3.39e-06,0.49,47.0,4.69754323891871
CCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCC.[Br-],cationic,25.0,2.30102999566398,35.0,3.53e-06,0.47,37.0,2.72280543222767
CCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCC.[Br-],cationic,25.0,2.52287874528034,25.0,3.39e-06,0.49,47.0,3.22042198419905
CCCCCCCCCC(=O)NC(CCCNC([N+])N)C(=O)OC.[Cl-],cationic,25.0,1.79588001734408,40.0,2.48e-06,0.67,32.0,2.21965628614953
CCCCCCCCCCCC(=O)NC(CCCNC([N+])N)C(=O)OC.[Cl-],cationic,25.0,2.23657200643706,32.0,2.48e-06,0.67,40.0,2.94286578777948
CCCCCCCCCCCCCC(=O)NC(CCCNC([N+])N)C(=O)OC.[Cl-],cationic,25.0,2.69897000433602,32.0,2.68e-06,0.62,40.0,3.35255529453348
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25.0,3.45593195564972,35.0,3.19e-06,0.52,37.0,3.82
CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,cationic,25.0,3.63827216398241,32.0,3.46e-06,0.48,40.0,4.1
CCCCCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,cationic,25.0,3.22184874961636,41.3,2.03e-06,0.82,30.7,3.7
CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25.0,2.88605664769316,,,,,
CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25.0,2.34678748622466,,,,,
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],cationic,25.0,2.67778070526608,42.8,,,29.2,
CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25.0,2.55284196865778,40.8,,,31.17,
CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25.0,2.45593195564972,,,,,
CCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25.0,2.27572413039921,,,,,
CCCCCCCCCCCC[N+](C)(C)CC.[Br-],cationic,25.0,1.85387196432176,,,,,
